"Date(UTC)","UnixTimeStamp","No. of Deployed Contracts"
"2017-11-19","1511049600","15515"
"2017-11-20","1511136000","11954"
"2017-11-21","1511222400","13914"
"2017-11-22","1511308800","17558"
"2017-11-23","1511395200","20908"
"2017-11-24","1511481600","20574"
"2017-11-25","1511568000","17320"
"2017-11-26","1511654400","19358"
"2017-11-27","1511740800","11180"
"2017-11-28","1511827200","27819"
"2017-11-29","1511913600","13008"
"2017-11-30","1512000000","9617"
"2017-12-01","1512086400","19158"
"2017-12-02","1512172800","10478"
"2017-12-03","1512259200","8424"
"2017-12-04","1512345600","13428"
"2017-12-05","1512432000","10495"
"2017-12-06","1512518400","14972"
"2017-12-07","1512604800","35111"
"2017-12-08","1512691200","8584"
"2017-12-09","1512777600","11226"
"2017-12-10","1512864000","16451"
"2017-12-11","1512950400","8920"
"2017-12-12","1513036800","7740"
"2017-12-13","1513123200","18767"
"2017-12-14","1513209600","29552"
"2017-12-15","1513296000","24662"
"2017-12-16","1513382400","22489"
"2017-12-17","1513468800","43866"
"2017-12-18","1513555200","45705"
"2017-12-19","1513641600","19790"
"2017-12-20","1513728000","22585"
"2017-12-21","1513814400","19480"
"2017-12-22","1513900800","28223"
"2017-12-23","1513987200","35105"
"2017-12-24","1514073600","69315"
"2017-12-25","1514160000","61572"
"2017-12-26","1514246400","66748"
"2017-12-27","1514332800","46015"
"2017-12-28","1514419200","37115"
"2017-12-29","1514505600","35621"
"2017-12-30","1514592000","28540"
"2017-12-31","1514678400","52317"
"2018-01-01","1514764800","66339"
"2018-01-02","1514851200","30118"
"2018-01-03","1514937600","16495"
"2018-01-04","1515024000","9457"
"2018-01-05","1515110400","7499"
"2018-01-06","1515196800","8658"
"2018-01-07","1515283200","13665"
"2018-01-08","1515369600","12320"
"2018-01-09","1515456000","12195"
"2018-01-10","1515542400","23895"
"2018-01-11","1515628800","16082"
"2018-01-12","1515715200","20945"
"2018-01-13","1515801600","20690"
"2018-01-14","1515888000","32501"
"2018-01-15","1515974400","16358"
"2018-01-16","1516060800","11342"
"2018-01-17","1516147200","10981"
"2018-01-18","1516233600","8673"
"2018-01-19","1516320000","8968"
"2018-01-20","1516406400","14100"
"2018-01-21","1516492800","27216"
"2018-01-22","1516579200","48136"
"2018-01-23","1516665600","65956"
"2018-01-24","1516752000","71296"
"2018-01-25","1516838400","49565"
"2018-01-26","1516924800","15548"
"2018-01-27","1517011200","21348"
"2018-01-28","1517097600","27121"
"2018-01-29","1517184000","23553"
"2018-01-30","1517270400","30979"
"2018-01-31","1517356800","24133"
"2018-02-01","1517443200","12246"
"2018-02-02","1517529600","16202"
"2018-02-03","1517616000","39572"
"2018-02-04","1517702400","31525"
"2018-02-05","1517788800","33022"
"2018-02-06","1517875200","21576"
"2018-02-07","1517961600","23012"
"2018-02-08","1518048000","30479"
"2018-02-09","1518134400","26386"
"2018-02-10","1518220800","26474"
"2018-02-11","1518307200","26970"
"2018-02-12","1518393600","21470"
"2018-02-13","1518480000","23984"
"2018-02-14","1518566400","26611"
"2018-02-15","1518652800","28220"
"2018-02-16","1518739200","29456"
"2018-02-17","1518825600","28799"
"2018-02-18","1518912000","26517"
"2018-02-19","1518998400","32270"
"2018-02-20","1519084800","11220"
"2018-02-21","1519171200","8560"
"2018-02-22","1519257600","10870"
"2018-02-23","1519344000","11320"
"2018-02-24","1519430400","7206"
"2018-02-25","1519516800","8798"
"2018-02-26","1519603200","15718"
"2018-02-27","1519689600","18436"
"2018-02-28","1519776000","12593"
"2018-03-01","1519862400","12212"
"2018-03-02","1519948800","19933"
"2018-03-03","1520035200","14992"
"2018-03-04","1520121600","12411"
"2018-03-05","1520208000","14370"
"2018-03-06","1520294400","17481"
"2018-03-07","1520380800","17719"
"2018-03-08","1520467200","15346"
"2018-03-09","1520553600","14909"
"2018-03-10","1520640000","15759"
"2018-03-11","1520726400","14174"
"2018-03-12","1520812800","7374"
"2018-03-13","1520899200","11013"
"2018-03-14","1520985600","14377"
"2018-03-15","1521072000","16444"
"2018-03-16","1521158400","10377"
"2018-03-17","1521244800","3922"
"2018-03-18","1521331200","4099"
"2018-03-19","1521417600","5889"
"2018-03-20","1521504000","15077"
"2018-03-21","1521590400","27734"
"2018-03-22","1521676800","35935"
"2018-03-23","1521763200","35325"
"2018-03-24","1521849600","28438"
"2018-03-25","1521936000","25229"
"2018-03-26","1522022400","16691"
"2018-03-27","1522108800","12902"
"2018-03-28","1522195200","5615"
"2018-03-29","1522281600","5968"
"2018-03-30","1522368000","11467"
"2018-03-31","1522454400","11507"
"2018-04-01","1522540800","28623"
"2018-04-02","1522627200","30365"
"2018-04-03","1522713600","26114"
"2018-04-04","1522800000","48725"
"2018-04-05","1522886400","48851"
"2018-04-06","1522972800","50295"
"2018-04-07","1523059200","30618"
"2018-04-08","1523145600","24732"
"2018-04-09","1523232000","14296"
"2018-04-10","1523318400","18954"
"2018-04-11","1523404800","23061"
"2018-04-12","1523491200","14571"
"2018-04-13","1523577600","22202"
"2018-04-14","1523664000","23234"
"2018-04-15","1523750400","14926"
"2018-04-16","1523836800","26727"
"2018-04-17","1523923200","16832"
"2018-04-18","1524009600","26578"
"2018-04-19","1524096000","14846"
"2018-04-20","1524182400","11271"
"2018-04-21","1524268800","44753"
"2018-04-22","1524355200","34693"
"2018-04-23","1524441600","24762"
"2018-04-24","1524528000","16441"
"2018-04-25","1524614400","10159"
"2018-04-26","1524700800","7300"
"2018-04-27","1524787200","10654"
"2018-04-28","1524873600","3518"
"2018-04-29","1524960000","5423"
"2018-04-30","1525046400","7042"
"2018-05-01","1525132800","7967"
"2018-05-02","1525219200","6450"
"2018-05-03","1525305600","6124"
"2018-05-04","1525392000","4180"
"2018-05-05","1525478400","5797"
"2018-05-06","1525564800","15269"
"2018-05-07","1525651200","19177"
"2018-05-08","1525737600","12544"
"2018-05-09","1525824000","5114"
"2018-05-10","1525910400","3787"
"2018-05-11","1525996800","9506"
"2018-05-12","1526083200","4334"
"2018-05-13","1526169600","5591"
"2018-05-14","1526256000","6831"
"2018-05-15","1526342400","4402"
"2018-05-16","1526428800","5962"
"2018-05-17","1526515200","4159"
"2018-05-18","1526601600","7626"
"2018-05-19","1526688000","2822"
"2018-05-20","1526774400","3841"
"2018-05-21","1526860800","4062"
"2018-05-22","1526947200","3055"
"2018-05-23","1527033600","4678"
"2018-05-24","1527120000","6486"
"2018-05-25","1527206400","4634"
"2018-05-26","1527292800","2622"
"2018-05-27","1527379200","2480"
"2018-05-28","1527465600","3744"
"2018-05-29","1527552000","4122"
"2018-05-30","1527638400","3497"
"2018-05-31","1527724800","3016"
"2018-06-01","1527811200","2764"
"2018-06-02","1527897600","2503"
"2018-06-03","1527984000","3375"
"2018-06-04","1528070400","5478"
"2018-06-05","1528156800","3654"
"2018-06-06","1528243200","3242"
"2018-06-07","1528329600","3597"
"2018-06-08","1528416000","4233"
"2018-06-09","1528502400","3837"
"2018-06-10","1528588800","14978"
"2018-06-11","1528675200","16016"
"2018-06-12","1528761600","16430"
"2018-06-13","1528848000","21803"
"2018-06-14","1528934400","8265"
"2018-06-15","1529020800","3612"
"2018-06-16","1529107200","9907"
"2018-06-17","1529193600","2965"
"2018-06-18","1529280000","9188"
"2018-06-19","1529366400","9440"
"2018-06-20","1529452800","7136"
"2018-06-21","1529539200","13746"
"2018-06-22","1529625600","5043"
"2018-06-23","1529712000","7180"
"2018-06-24","1529798400","6400"
"2018-06-25","1529884800","3687"
"2018-06-26","1529971200","5364"
"2018-06-27","1530057600","4006"
"2018-06-28","1530144000","3932"
"2018-06-29","1530230400","4821"
"2018-06-30","1530316800","1904"
"2018-07-01","1530403200","1537"
"2018-07-02","1530489600","1077"
"2018-07-03","1530576000","1502"
"2018-07-04","1530662400","1733"
"2018-07-05","1530748800","2576"
"2018-07-06","1530835200","1604"
"2018-07-07","1530921600","1789"
"2018-07-08","1531008000","1954"
"2018-07-09","1531094400","2412"
"2018-07-10","1531180800","4333"
"2018-07-11","1531267200","2425"
"2018-07-12","1531353600","2660"
"2018-07-13","1531440000","3260"
"2018-07-14","1531526400","2141"
"2018-07-15","1531612800","4099"
"2018-07-16","1531699200","9836"
"2018-07-17","1531785600","16885"
"2018-07-18","1531872000","16695"
"2018-07-19","1531958400","17550"
"2018-07-20","1532044800","24937"
"2018-07-21","1532131200","36394"
"2018-07-22","1532217600","12790"
"2018-07-23","1532304000","9663"
"2018-07-24","1532390400","11176"
"2018-07-25","1532476800","17978"
"2018-07-26","1532563200","17544"
"2018-07-27","1532649600","9082"
"2018-07-28","1532736000","18266"
"2018-07-29","1532822400","6468"
"2018-07-30","1532908800","5384"
"2018-07-31","1532995200","4601"
"2018-08-01","1533081600","3922"
"2018-08-02","1533168000","3938"
"2018-08-03","1533254400","5338"
"2018-08-04","1533340800","2886"
"2018-08-05","1533427200","2750"
"2018-08-06","1533513600","3414"
"2018-08-07","1533600000","8838"
"2018-08-08","1533686400","15440"
"2018-08-09","1533772800","15337"
"2018-08-10","1533859200","15592"
"2018-08-11","1533945600","4345"
"2018-08-12","1534032000","3879"
"2018-08-13","1534118400","6066"
"2018-08-14","1534204800","6011"
"2018-08-15","1534291200","4937"
"2018-08-16","1534377600","5326"
"2018-08-17","1534464000","7128"
"2018-08-18","1534550400","5549"
"2018-08-19","1534636800","10463"
"2018-08-20","1534723200","7438"
"2018-08-21","1534809600","6564"
"2018-08-22","1534896000","5160"
"2018-08-23","1534982400","4452"
"2018-08-24","1535068800","4870"
"2018-08-25","1535155200","9349"
"2018-08-26","1535241600","8818"
"2018-08-27","1535328000","3563"
"2018-08-28","1535414400","5095"
"2018-08-29","1535500800","6503"
"2018-08-30","1535587200","4029"
"2018-08-31","1535673600","6850"
"2018-09-01","1535760000","10738"
"2018-09-02","1535846400","12186"
"2018-09-03","1535932800","17530"
"2018-09-04","1536019200","14097"
"2018-09-05","1536105600","12300"
"2018-09-06","1536192000","5557"
"2018-09-07","1536278400","3418"
"2018-09-08","1536364800","2795"
"2018-09-09","1536451200","2630"
"2018-09-10","1536537600","5745"
"2018-09-11","1536624000","7918"
"2018-09-12","1536710400","6329"
"2018-09-13","1536796800","5071"
"2018-09-14","1536883200","14779"
"2018-09-15","1536969600","30907"
"2018-09-16","1537056000","16207"
"2018-09-17","1537142400","32066"
"2018-09-18","1537228800","29048"
"2018-09-19","1537315200","15988"
"2018-09-20","1537401600","23802"
"2018-09-21","1537488000","5647"
"2018-09-22","1537574400","11150"
"2018-09-23","1537660800","10679"
"2018-09-24","1537747200","5215"
"2018-09-25","1537833600","4689"
"2018-09-26","1537920000","3258"
"2018-09-27","1538006400","4458"
"2018-09-28","1538092800","9767"
"2018-09-29","1538179200","17562"
"2018-09-30","1538265600","8042"
"2018-10-01","1538352000","9064"
"2018-10-02","1538438400","13968"
"2018-10-03","1538524800","23544"
"2018-10-04","1538611200","21436"
"2018-10-05","1538697600","25791"
"2018-10-06","1538784000","35004"
"2018-10-07","1538870400","32860"
"2018-10-08","1538956800","25547"
"2018-10-09","1539043200","20916"
"2018-10-10","1539129600","9067"
"2018-10-11","1539216000","10442"
"2018-10-12","1539302400","12221"
"2018-10-13","1539388800","24513"
"2018-10-14","1539475200","44253"
"2018-10-15","1539561600","26022"
"2018-10-16","1539648000","23524"
"2018-10-17","1539734400","19869"
"2018-10-18","1539820800","39748"
"2018-10-19","1539907200","19074"
"2018-10-20","1539993600","69332"
"2018-10-21","1540080000","56450"
"2018-10-22","1540166400","43029"
"2018-10-23","1540252800","37480"
"2018-10-24","1540339200","33449"
"2018-10-25","1540425600","42434"
"2018-10-26","1540512000","39993"
"2018-10-27","1540598400","54623"
"2018-10-28","1540684800","80993"
"2018-10-29","1540771200","34633"
"2018-10-30","1540857600","50059"
"2018-10-31","1540944000","47736"
"2018-11-01","1541030400","34172"
"2018-11-02","1541116800","19103"
"2018-11-03","1541203200","30784"
"2018-11-04","1541289600","34510"
"2018-11-05","1541376000","19946"
"2018-11-06","1541462400","18773"
"2018-11-07","1541548800","22716"
"2018-11-08","1541635200","36873"
"2018-11-09","1541721600","49290"
"2018-11-10","1541808000","73820"
"2018-11-11","1541894400","66034"
"2018-11-12","1541980800","40922"
"2018-11-13","1542067200","54495"
"2018-11-14","1542153600","55430"
"2018-11-15","1542240000","68373"
"2018-11-16","1542326400","62869"
"2018-11-17","1542412800","89137"
"2018-11-18","1542499200","72536"
"2018-11-19","1542585600","47473"
"2018-11-20","1542672000","42320"
"2018-11-21","1542758400","47152"
"2018-11-22","1542844800","51321"
"2018-11-23","1542931200","47080"
"2018-11-24","1543017600","64798"
"2018-11-25","1543104000","61062"
"2018-11-26","1543190400","66767"
"2018-11-27","1543276800","75450"
"2018-11-28","1543363200","50431"
"2018-11-29","1543449600","28072"
"2018-11-30","1543536000","25678"
"2018-12-01","1543622400","66968"
"2018-12-02","1543708800","61452"
"2018-12-03","1543795200","37707"
"2018-12-04","1543881600","31621"
"2018-12-05","1543968000","33376"
"2018-12-06","1544054400","45369"
"2018-12-07","1544140800","61208"
"2018-12-08","1544227200","68567"
"2018-12-09","1544313600","52544"
"2018-12-10","1544400000","28087"
"2018-12-11","1544486400","52956"
"2018-12-12","1544572800","77977"
"2018-12-13","1544659200","53905"
"2018-12-14","1544745600","53328"
"2018-12-15","1544832000","119620"
"2018-12-16","1544918400","112385"
"2018-12-17","1545004800","47689"
"2018-12-18","1545091200","39066"
"2018-12-19","1545177600","64063"
"2018-12-20","1545264000","80815"
"2018-12-21","1545350400","66599"
"2018-12-22","1545436800","111318"
"2018-12-23","1545523200","111418"
"2018-12-24","1545609600","76220"
"2018-12-25","1545696000","11940"
"2018-12-26","1545782400","43716"
"2018-12-27","1545868800","47560"
"2018-12-28","1545955200","54250"
"2018-12-29","1546041600","60995"
"2018-12-30","1546128000","27847"
"2018-12-31","1546214400","44170"
"2019-01-01","1546300800","19167"
"2019-01-02","1546387200","16782"
"2019-01-03","1546473600","27375"
"2019-01-04","1546560000","26031"
"2019-01-05","1546646400","29259"
"2019-01-06","1546732800","33025"
"2019-01-07","1546819200","26586"
"2019-01-08","1546905600","24208"
"2019-01-09","1546992000","23724"
"2019-01-10","1547078400","23704"
"2019-01-11","1547164800","43521"
"2019-01-12","1547251200","56474"
"2019-01-13","1547337600","35995"
"2019-01-14","1547424000","6394"
"2019-01-15","1547510400","17436"
"2019-01-16","1547596800","27867"
"2019-01-17","1547683200","20036"
"2019-01-18","1547769600","15981"
"2019-01-19","1547856000","13070"
"2019-01-20","1547942400","24771"
"2019-01-21","1548028800","12833"
"2019-01-22","1548115200","5707"
"2019-01-23","1548201600","16756"
"2019-01-24","1548288000","13171"
"2019-01-25","1548374400","21220"
"2019-01-26","1548460800","60277"
"2019-01-27","1548547200","30516"
"2019-01-28","1548633600","21718"
"2019-01-29","1548720000","16306"
"2019-01-30","1548806400","25654"
"2019-01-31","1548892800","7320"
"2019-02-01","1548979200","16441"
"2019-02-02","1549065600","34221"
"2019-02-03","1549152000","34363"
"2019-02-04","1549238400","33101"
"2019-02-05","1549324800","37865"
"2019-02-06","1549411200","30172"
"2019-02-07","1549497600","23058"
"2019-02-08","1549584000","13218"
"2019-02-09","1549670400","13768"
"2019-02-10","1549756800","8958"
"2019-02-11","1549843200","9936"
"2019-02-12","1549929600","14156"
"2019-02-13","1550016000","7604"
"2019-02-14","1550102400","10354"
"2019-02-15","1550188800","9595"
"2019-02-16","1550275200","14439"
"2019-02-17","1550361600","14506"
"2019-02-18","1550448000","10749"
"2019-02-19","1550534400","7840"
"2019-02-20","1550620800","7981"
"2019-02-21","1550707200","7004"
"2019-02-22","1550793600","7829"
"2019-02-23","1550880000","11303"
"2019-02-24","1550966400","4896"
"2019-02-25","1551052800","7772"
"2019-02-26","1551139200","10765"
"2019-02-27","1551225600","12681"
"2019-02-28","1551312000","5454"
"2019-03-01","1551398400","22995"
"2019-03-02","1551484800","54051"
"2019-03-03","1551571200","79582"
"2019-03-04","1551657600","34243"
"2019-03-05","1551744000","34343"
"2019-03-06","1551830400","30181"
"2019-03-07","1551916800","38152"
"2019-03-08","1552003200","30086"
"2019-03-09","1552089600","43016"
"2019-03-10","1552176000","44084"
"2019-03-11","1552262400","46341"
"2019-03-12","1552348800","58757"
"2019-03-13","1552435200","40525"
"2019-03-14","1552521600","43799"
"2019-03-15","1552608000","30787"
"2019-03-16","1552694400","55038"
"2019-03-17","1552780800","63722"
"2019-03-18","1552867200","25310"
"2019-03-19","1552953600","20708"
"2019-03-20","1553040000","23339"
"2019-03-21","1553126400","12277"
"2019-03-22","1553212800","19215"
"2019-03-23","1553299200","24746"
"2019-03-24","1553385600","43774"
"2019-03-25","1553472000","31155"
"2019-03-26","1553558400","26502"
"2019-03-27","1553644800","25741"
"2019-03-28","1553731200","30870"
"2019-03-29","1553817600","16882"
"2019-03-30","1553904000","12490"
"2019-03-31","1553990400","10289"
"2019-04-01","1554076800","11319"
"2019-04-02","1554163200","11517"
"2019-04-03","1554249600","7199"
"2019-04-04","1554336000","9153"
"2019-04-05","1554422400","29311"
"2019-04-06","1554508800","50838"
"2019-04-07","1554595200","44655"
"2019-04-08","1554681600","23597"
"2019-04-09","1554768000","24049"
"2019-04-10","1554854400","31230"
"2019-04-11","1554940800","16434"
"2019-04-12","1555027200","14882"
"2019-04-13","1555113600","34142"
"2019-04-14","1555200000","33770"
"2019-04-15","1555286400","37599"
"2019-04-16","1555372800","23277"
"2019-04-17","1555459200","43296"
"2019-04-18","1555545600","55523"
"2019-04-19","1555632000","37776"
"2019-04-20","1555718400","27061"
"2019-04-21","1555804800","25799"
"2019-04-22","1555891200","39616"
"2019-04-23","1555977600","57842"
"2019-04-24","1556064000","67577"
"2019-04-25","1556150400","34881"
"2019-04-26","1556236800","48012"
"2019-04-27","1556323200","35885"
"2019-04-28","1556409600","29011"
"2019-04-29","1556496000","25246"
"2019-04-30","1556582400","20593"
"2019-05-01","1556668800","20954"
"2019-05-02","1556755200","23479"
"2019-05-03","1556841600","19461"
"2019-05-04","1556928000","23612"
"2019-05-05","1557014400","26729"
"2019-05-06","1557100800","18640"
"2019-05-07","1557187200","18520"
"2019-05-08","1557273600","12414"
"2019-05-09","1557360000","14188"
"2019-05-10","1557446400","28520"
"2019-05-11","1557532800","27160"
"2019-05-12","1557619200","15972"
"2019-05-13","1557705600","14290"
"2019-05-14","1557792000","14560"
"2019-05-15","1557878400","10652"
"2019-05-16","1557964800","8665"
"2019-05-17","1558051200","10393"
"2019-05-18","1558137600","14232"
"2019-05-19","1558224000","30755"
"2019-05-20","1558310400","10951"
"2019-05-21","1558396800","25878"
"2019-05-22","1558483200","10191"
"2019-05-23","1558569600","14009"
"2019-05-24","1558656000","17638"
"2019-05-25","1558742400","20599"
"2019-05-26","1558828800","14881"
"2019-05-27","1558915200","7978"
"2019-05-28","1559001600","12931"
"2019-05-29","1559088000","7059"
"2019-05-30","1559174400","8331"
"2019-05-31","1559260800","29877"
"2019-06-01","1559347200","23893"
"2019-06-02","1559433600","17533"
"2019-06-03","1559520000","19223"
"2019-06-04","1559606400","23160"
"2019-06-05","1559692800","20998"
"2019-06-06","1559779200","37803"
"2019-06-07","1559865600","31854"
"2019-06-08","1559952000","18291"
"2019-06-09","1560038400","39934"
"2019-06-10","1560124800","17624"
"2019-06-11","1560211200","12927"
"2019-06-12","1560297600","20908"
"2019-06-13","1560384000","24657"
"2019-06-14","1560470400","12542"
"2019-06-15","1560556800","9934"
"2019-06-16","1560643200","13967"
"2019-06-17","1560729600","31660"
"2019-06-18","1560816000","51664"
"2019-06-19","1560902400","15167"
"2019-06-20","1560988800","18585"
"2019-06-21","1561075200","34680"
"2019-06-22","1561161600","26273"
"2019-06-23","1561248000","24473"
"2019-06-24","1561334400","30315"
"2019-06-25","1561420800","15168"
"2019-06-26","1561507200","15133"
"2019-06-27","1561593600","22253"
"2019-06-28","1561680000","14935"
"2019-06-29","1561766400","17369"
"2019-06-30","1561852800","9940"
"2019-07-01","1561939200","8699"
"2019-07-02","1562025600","18455"
"2019-07-03","1562112000","30440"
"2019-07-04","1562198400","33791"
"2019-07-05","1562284800","21244"
"2019-07-06","1562371200","40903"
"2019-07-07","1562457600","55357"
"2019-07-08","1562544000","26541"
"2019-07-09","1562630400","20484"
"2019-07-10","1562716800","27437"
"2019-07-11","1562803200","17383"
"2019-07-12","1562889600","29803"
"2019-07-13","1562976000","37247"
"2019-07-14","1563062400","26778"
"2019-07-15","1563148800","45452"
"2019-07-16","1563235200","11680"
"2019-07-17","1563321600","14593"
"2019-07-18","1563408000","23740"
"2019-07-19","1563494400","13106"
"2019-07-20","1563580800","43861"
"2019-07-21","1563667200","55657"
"2019-07-22","1563753600","43194"
"2019-07-23","1563840000","42845"
"2019-07-24","1563926400","27538"
"2019-07-25","1564012800","27969"
"2019-07-26","1564099200","45144"
"2019-07-27","1564185600","28397"
"2019-07-28","1564272000","41279"
"2019-07-29","1564358400","28950"
"2019-07-30","1564444800","20535"
"2019-07-31","1564531200","23144"
"2019-08-01","1564617600","10682"
"2019-08-02","1564704000","17877"
"2019-08-03","1564790400","20829"
"2019-08-04","1564876800","39063"
"2019-08-05","1564963200","19365"
"2019-08-06","1565049600","19869"
"2019-08-07","1565136000","18396"
"2019-08-08","1565222400","14592"
"2019-08-09","1565308800","21452"
"2019-08-10","1565395200","30757"
"2019-08-11","1565481600","43004"
"2019-08-12","1565568000","41219"
"2019-08-13","1565654400","23513"
"2019-08-14","1565740800","20032"
"2019-08-15","1565827200","23745"
"2019-08-16","1565913600","17464"
"2019-08-17","1566000000","24649"
"2019-08-18","1566086400","28926"
"2019-08-19","1566172800","10027"
"2019-08-20","1566259200","7521"
"2019-08-21","1566345600","10882"
"2019-08-22","1566432000","8998"
"2019-08-23","1566518400","8477"
"2019-08-24","1566604800","18228"
"2019-08-25","1566691200","25409"
"2019-08-26","1566777600","9695"
"2019-08-27","1566864000","8799"
"2019-08-28","1566950400","7233"
"2019-08-29","1567036800","10693"
"2019-08-30","1567123200","6129"
"2019-08-31","1567209600","10227"
"2019-09-01","1567296000","12448"
"2019-09-02","1567382400","6674"
"2019-09-03","1567468800","6808"
"2019-09-04","1567555200","5725"
"2019-09-05","1567641600","6677"
"2019-09-06","1567728000","6900"
"2019-09-07","1567814400","5860"
"2019-09-08","1567900800","5795"
"2019-09-09","1567987200","5903"
"2019-09-10","1568073600","5870"
"2019-09-11","1568160000","5226"
"2019-09-12","1568246400","6045"
"2019-09-13","1568332800","7286"
"2019-09-14","1568419200","6583"
"2019-09-15","1568505600","6383"
"2019-09-16","1568592000","5642"
"2019-09-17","1568678400","5511"
"2019-09-18","1568764800","7252"
"2019-09-19","1568851200","5728"
"2019-09-20","1568937600","8135"
"2019-09-21","1569024000","7092"
"2019-09-22","1569110400","9034"
"2019-09-23","1569196800","6100"
"2019-09-24","1569283200","5743"
"2019-09-25","1569369600","7784"
"2019-09-26","1569456000","8131"
"2019-09-27","1569542400","8173"
"2019-09-28","1569628800","4971"
"2019-09-29","1569715200","7859"
"2019-09-30","1569801600","18171"
"2019-10-01","1569888000","72296"
"2019-10-02","1569974400","67925"
"2019-10-03","1570060800","58260"
"2019-10-04","1570147200","42717"
"2019-10-05","1570233600","36544"
"2019-10-06","1570320000","116525"
"2019-10-07","1570406400","39053"
"2019-10-08","1570492800","43332"
"2019-10-09","1570579200","27442"
"2019-10-10","1570665600","48967"
"2019-10-11","1570752000","40162"
"2019-10-12","1570838400","37410"
"2019-10-13","1570924800","29785"
"2019-10-14","1571011200","50072"
"2019-10-15","1571097600","39937"
"2019-10-16","1571184000","35773"
"2019-10-17","1571270400","35145"
"2019-10-18","1571356800","31875"
"2019-10-19","1571443200","28788"
"2019-10-20","1571529600","19068"
"2019-10-21","1571616000","18107"
"2019-10-22","1571702400","15991"
"2019-10-23","1571788800","15981"
"2019-10-24","1571875200","18965"
"2019-10-25","1571961600","22682"
"2019-10-26","1572048000","28118"
"2019-10-27","1572134400","19013"
"2019-10-28","1572220800","24190"
"2019-10-29","1572307200","20339"
"2019-10-30","1572393600","16809"
"2019-10-31","1572480000","31108"
"2019-11-01","1572566400","30010"
"2019-11-02","1572652800","22038"
"2019-11-03","1572739200","15718"
"2019-11-04","1572825600","13881"
"2019-11-05","1572912000","21226"
"2019-11-06","1572998400","27527"
"2019-11-07","1573084800","27336"
"2019-11-08","1573171200","10066"
"2019-11-09","1573257600","9115"
"2019-11-10","1573344000","13337"
"2019-11-11","1573430400","8258"
"2019-11-12","1573516800","9936"
"2019-11-13","1573603200","10976"
"2019-11-14","1573689600","11571"
"2019-11-15","1573776000","5739"
"2019-11-16","1573862400","7982"
"2019-11-17","1573948800","6029"
"2019-11-18","1574035200","9105"
"2019-11-19","1574121600","18980"
"2019-11-20","1574208000","18495"
"2019-11-21","1574294400","18887"
"2019-11-22","1574380800","21024"
"2019-11-23","1574467200","35883"
"2019-11-24","1574553600","24171"
"2019-11-25","1574640000","32201"
"2019-11-26","1574726400","21458"
"2019-11-27","1574812800","9367"
"2019-11-28","1574899200","23237"
"2019-11-29","1574985600","21498"
"2019-11-30","1575072000","37617"
"2019-12-01","1575158400","14400"
"2019-12-02","1575244800","10029"
"2019-12-03","1575331200","9456"
"2019-12-04","1575417600","5131"
"2019-12-05","1575504000","29353"
"2019-12-06","1575590400","11883"
"2019-12-07","1575676800","12394"
"2019-12-08","1575763200","13348"
"2019-12-09","1575849600","13469"
"2019-12-10","1575936000","8085"
"2019-12-11","1576022400","8402"
"2019-12-12","1576108800","20312"
"2019-12-13","1576195200","14278"
"2019-12-14","1576281600","12170"
"2019-12-15","1576368000","18431"
"2019-12-16","1576454400","11668"
"2019-12-17","1576540800","10889"
"2019-12-18","1576627200","7593"
"2019-12-19","1576713600","9733"
"2019-12-20","1576800000","18684"
"2019-12-21","1576886400","58278"
"2019-12-22","1576972800","9712"
"2019-12-23","1577059200","21919"
"2019-12-24","1577145600","22668"
"2019-12-25","1577232000","12815"
"2019-12-26","1577318400","16090"
"2019-12-27","1577404800","42061"
"2019-12-28","1577491200","45329"
"2019-12-29","1577577600","87525"
"2019-12-30","1577664000","29227"
"2019-12-31","1577750400","26367"
"2020-01-01","1577836800","55655"
"2020-01-02","1577923200","26750"
"2020-01-03","1578009600","32245"
"2020-01-04","1578096000","29426"
"2020-01-05","1578182400","27659"
"2020-01-06","1578268800","28622"
"2020-01-07","1578355200","31142"
"2020-01-08","1578441600","23979"
"2020-01-09","1578528000","32056"
"2020-01-10","1578614400","64830"
"2020-01-11","1578700800","64650"
"2020-01-12","1578787200","34882"
"2020-01-13","1578873600","29159"
"2020-01-14","1578960000","31466"
"2020-01-15","1579046400","42094"
"2020-01-16","1579132800","24581"
"2020-01-17","1579219200","24712"
"2020-01-18","1579305600","34498"
"2020-01-19","1579392000","23454"
"2020-01-20","1579478400","19216"
"2020-01-21","1579564800","54556"
"2020-01-22","1579651200","55749"
"2020-01-23","1579737600","18438"
"2020-01-24","1579824000","12297"
"2020-01-25","1579910400","20443"
"2020-01-26","1579996800","20112"
"2020-01-27","1580083200","29490"
"2020-01-28","1580169600","22048"
"2020-01-29","1580256000","11066"
"2020-01-30","1580342400","18040"
"2020-01-31","1580428800","15221"
"2020-02-01","1580515200","20893"
"2020-02-02","1580601600","22101"
"2020-02-03","1580688000","15143"
"2020-02-04","1580774400","8298"
"2020-02-05","1580860800","11146"
"2020-02-06","1580947200","10989"
"2020-02-07","1581033600","12898"
"2020-02-08","1581120000","60952"
"2020-02-09","1581206400","18999"
"2020-02-10","1581292800","39994"
"2020-02-11","1581379200","17614"
"2020-02-12","1581465600","23384"
"2020-02-13","1581552000","36355"
"2020-02-14","1581638400","12716"
"2020-02-15","1581724800","39610"
"2020-02-16","1581811200","14809"
"2020-02-17","1581897600","23939"
