"Date(UTC)","UnixTimeStamp","No. of Deployed Contracts"
"2020-02-18","1581984000","31603"
"2020-02-19","1582070400","33961"
"2020-02-20","1582156800","23364"
"2020-02-21","1582243200","33211"
"2020-02-22","1582329600","40842"
"2020-02-23","1582416000","24421"
"2020-02-24","1582502400","21318"
"2020-02-25","1582588800","20711"
"2020-02-26","1582675200","44377"
"2020-02-27","1582761600","42103"
"2020-02-28","1582848000","86027"
"2020-02-29","1582934400","33651"
"2020-03-01","1583020800","56068"
"2020-03-02","1583107200","38014"
"2020-03-03","1583193600","70414"
"2020-03-04","1583280000","37410"
"2020-03-05","1583366400","25229"
"2020-03-06","1583452800","50479"
"2020-03-07","1583539200","25565"
"2020-03-08","1583625600","38433"
"2020-03-09","1583712000","35447"
"2020-03-10","1583798400","42060"
"2020-03-11","1583884800","47289"
"2020-03-12","1583971200","11142"
"2020-03-13","1584057600","36672"
"2020-03-14","1584144000","163921"
"2020-03-15","1584230400","163822"
"2020-03-16","1584316800","103578"
"2020-03-17","1584403200","112358"
"2020-03-18","1584489600","87145"
"2020-03-19","1584576000","33504"
"2020-03-20","1584662400","90707"
"2020-03-21","1584748800","109596"
"2020-03-22","1584835200","43987"
"2020-03-23","1584921600","65276"
"2020-03-24","1585008000","43032"
"2020-03-25","1585094400","55026"
"2020-03-26","1585180800","82801"
"2020-03-27","1585267200","56816"
"2020-03-28","1585353600","91129"
"2020-03-29","1585440000","58763"
"2020-03-30","1585526400","37384"
"2020-03-31","1585612800","59268"
"2020-04-01","1585699200","49027"
"2020-04-02","1585785600","28361"
"2020-04-03","1585872000","29415"
"2020-04-04","1585958400","63797"
"2020-04-05","1586044800","56360"
"2020-04-06","1586131200","31561"
"2020-04-07","1586217600","33927"
"2020-04-08","1586304000","32008"
"2020-04-09","1586390400","66370"
"2020-04-10","1586476800","53523"
"2020-04-11","1586563200","104031"
"2020-04-12","1586649600","62415"
"2020-04-13","1586736000","46937"
"2020-04-14","1586822400","18369"
"2020-04-15","1586908800","27514"
"2020-04-16","1586995200","25062"
"2020-04-17","1587081600","34802"
"2020-04-18","1587168000","38185"
"2020-04-19","1587254400","34791"
"2020-04-20","1587340800","18302"
"2020-04-21","1587427200","17891"
"2020-04-22","1587513600","21434"
"2020-04-23","1587600000","23039"
"2020-04-24","1587686400","18773"
"2020-04-25","1587772800","39532"
"2020-04-26","1587859200","30753"
"2020-04-27","1587945600","21831"
"2020-04-28","1588032000","27701"
"2020-04-29","1588118400","14987"
"2020-04-30","1588204800","13916"
"2020-05-01","1588291200","18667"
"2020-05-02","1588377600","41611"
"2020-05-03","1588464000","28005"
"2020-05-04","1588550400","17070"
"2020-05-05","1588636800","22292"
"2020-05-06","1588723200","17958"
"2020-05-07","1588809600","16249"
"2020-05-08","1588896000","16870"
"2020-05-09","1588982400","19381"
"2020-05-10","1589068800","17224"
"2020-05-11","1589155200","23512"
"2020-05-12","1589241600","20096"
"2020-05-13","1589328000","18047"
"2020-05-14","1589414400","17305"
"2020-05-15","1589500800","16320"
"2020-05-16","1589587200","24199"
"2020-05-17","1589673600","19653"
"2020-05-18","1589760000","17247"
"2020-05-19","1589846400","16937"
"2020-05-20","1589932800","18558"
"2020-05-21","1590019200","15532"
"2020-05-22","1590105600","18779"
"2020-05-23","1590192000","28487"
"2020-05-24","1590278400","23613"
"2020-05-25","1590364800","23119"
"2020-05-26","1590451200","21147"
"2020-05-27","1590537600","16113"
"2020-05-28","1590624000","17473"
"2020-05-29","1590710400","18566"
"2020-05-30","1590796800","21347"
"2020-05-31","1590883200","36838"
"2020-06-01","1590969600","16985"
"2020-06-02","1591056000","17746"
"2020-06-03","1591142400","25664"
"2020-06-04","1591228800","48054"
"2020-06-05","1591315200","149460"
"2020-06-06","1591401600","69635"
"2020-06-07","1591488000","27540"
"2020-06-08","1591574400","21698"
"2020-06-09","1591660800","22411"
"2020-06-10","1591747200","24099"
"2020-06-11","1591833600","21850"
"2020-06-12","1591920000","25379"
"2020-06-13","1592006400","48017"
"2020-06-14","1592092800","35796"
"2020-06-15","1592179200","24455"
"2020-06-16","1592265600","18819"
"2020-06-17","1592352000","14517"
"2020-06-18","1592438400","16068"
"2020-06-19","1592524800","30207"
"2020-06-20","1592611200","64986"
"2020-06-21","1592697600","52712"
"2020-06-22","1592784000","15787"
"2020-06-23","1592870400","13408"
"2020-06-24","1592956800","24814"
"2020-06-25","1593043200","51123"
"2020-06-26","1593129600","58441"
"2020-06-27","1593216000","43011"
"2020-06-28","1593302400","67673"
"2020-06-29","1593388800","38808"
"2020-06-30","1593475200","23543"
"2020-07-01","1593561600","29824"
"2020-07-02","1593648000","67814"
"2020-07-03","1593734400","49455"
"2020-07-04","1593820800","84035"
"2020-07-05","1593907200","158673"
"2020-07-06","1593993600","70705"
"2020-07-07","1594080000","75630"
"2020-07-08","1594166400","36895"
"2020-07-09","1594252800","37551"
"2020-07-10","1594339200","81592"
"2020-07-11","1594425600","113921"
"2020-07-12","1594512000","129044"
"2020-07-13","1594598400","34035"
"2020-07-14","1594684800","34213"
"2020-07-15","1594771200","14685"
"2020-07-16","1594857600","9986"
"2020-07-17","1594944000","11860"
"2020-07-18","1595030400","10816"
"2020-07-19","1595116800","11198"
"2020-07-20","1595203200","8576"
"2020-07-21","1595289600","16375"
"2020-07-22","1595376000","9422"
"2020-07-23","1595462400","18003"
"2020-07-24","1595548800","11899"
"2020-07-25","1595635200","20216"
"2020-07-26","1595721600","39675"
"2020-07-27","1595808000","11725"
"2020-07-28","1595894400","36534"
"2020-07-29","1595980800","20937"
"2020-07-30","1596067200","22267"
"2020-07-31","1596153600","35683"
"2020-08-01","1596240000","68895"
"2020-08-02","1596326400","101923"
"2020-08-03","1596412800","60538"
"2020-08-04","1596499200","80695"
"2020-08-05","1596585600","70242"
"2020-08-06","1596672000","41799"
"2020-08-07","1596758400","32139"
"2020-08-08","1596844800","34380"
"2020-08-09","1596931200","34572"
"2020-08-10","1597017600","15953"
"2020-08-11","1597104000","16300"
"2020-08-12","1597190400","37646"
"2020-08-13","1597276800","72372"
"2020-08-14","1597363200","58795"
"2020-08-15","1597449600","136032"
"2020-08-16","1597536000","121951"
"2020-08-17","1597622400","95546"
"2020-08-18","1597708800","44109"
"2020-08-19","1597795200","39196"
"2020-08-20","1597881600","38058"
"2020-08-21","1597968000","16611"
"2020-08-22","1598054400","106567"
"2020-08-23","1598140800","154835"
"2020-08-24","1598227200","56244"
"2020-08-25","1598313600","85536"
"2020-08-26","1598400000","83200"
"2020-08-27","1598486400","78046"
"2020-08-28","1598572800","70143"
"2020-08-29","1598659200","63861"
"2020-08-30","1598745600","29643"
"2020-08-31","1598832000","13433"
"2020-09-01","1598918400","7674"
"2020-09-02","1599004800","5936"
"2020-09-03","1599091200","6616"
"2020-09-04","1599177600","39010"
"2020-09-05","1599264000","16618"
"2020-09-06","1599350400","119669"
"2020-09-07","1599436800","92290"
"2020-09-08","1599523200","113518"
"2020-09-09","1599609600","55026"
"2020-09-10","1599696000","7285"
"2020-09-11","1599782400","12223"
"2020-09-12","1599868800","64052"
"2020-09-13","1599955200","70525"
"2020-09-14","1600041600","7258"
"2020-09-15","1600128000","18576"
"2020-09-16","1600214400","36606"
"2020-09-17","1600300800","6727"
"2020-09-18","1600387200","5444"
"2020-09-19","1600473600","24782"
"2020-09-20","1600560000","32714"
"2020-09-21","1600646400","48577"
"2020-09-22","1600732800","29465"
"2020-09-23","1600819200","44944"
"2020-09-24","1600905600","65550"
"2020-09-25","1600992000","73159"
"2020-09-26","1601078400","114251"
"2020-09-27","1601164800","79389"
"2020-09-28","1601251200","30754"
"2020-09-29","1601337600","17969"
"2020-09-30","1601424000","17390"
"2020-10-01","1601510400","54514"
"2020-10-02","1601596800","76327"
"2020-10-03","1601683200","117861"
"2020-10-04","1601769600","69082"
"2020-10-05","1601856000","44136"
"2020-10-06","1601942400","31746"
"2020-10-07","1602028800","40250"
"2020-10-08","1602115200","48242"
"2020-10-09","1602201600","54624"
"2020-10-10","1602288000","82263"
"2020-10-11","1602374400","158985"
"2020-10-12","1602460800","77676"
"2020-10-13","1602547200","74507"
"2020-10-14","1602633600","76304"
"2020-10-15","1602720000","49376"
"2020-10-16","1602806400","100849"
"2020-10-17","1602892800","202118"
"2020-10-18","1602979200","229368"
"2020-10-19","1603065600","64412"
"2020-10-20","1603152000","41098"
"2020-10-21","1603238400","16479"
"2020-10-22","1603324800","24129"
"2020-10-23","1603411200","58834"
"2020-10-24","1603497600","189777"
"2020-10-25","1603584000","179330"
"2020-10-26","1603670400","54392"
"2020-10-27","1603756800","54791"
"2020-10-28","1603843200","31745"
"2020-10-29","1603929600","23574"
"2020-10-30","1604016000","52075"
"2020-10-31","1604102400","84378"
"2020-11-01","1604188800","82005"
"2020-11-02","1604275200","26382"
"2020-11-03","1604361600","63777"
"2020-11-04","1604448000","124552"
"2020-11-05","1604534400","33175"
"2020-11-06","1604620800","30922"
"2020-11-07","1604707200","49120"
"2020-11-08","1604793600","188315"
"2020-11-09","1604880000","81398"
"2020-11-10","1604966400","35485"
"2020-11-11","1605052800","175886"
"2020-11-12","1605139200","137913"
"2020-11-13","1605225600","22466"
"2020-11-14","1605312000","117894"
"2020-11-15","1605398400","85404"
"2020-11-16","1605484800","36727"
"2020-11-17","1605571200","8229"
"2020-11-18","1605657600","11316"
"2020-11-19","1605744000","10699"
"2020-11-20","1605830400","9614"
"2020-11-21","1605916800","8182"
"2020-11-22","1606003200","8057"
"2020-11-23","1606089600","13426"
"2020-11-24","1606176000","15805"
"2020-11-25","1606262400","14627"
"2020-11-26","1606348800","27267"
"2020-11-27","1606435200","82251"
"2020-11-28","1606521600","252639"
"2020-11-29","1606608000","269537"
"2020-11-30","1606694400","19332"
"2020-12-01","1606780800","14813"
"2020-12-02","1606867200","17208"
"2020-12-03","1606953600","32949"
"2020-12-04","1607040000","17814"
"2020-12-05","1607126400","84841"
"2020-12-06","1607212800","87945"
"2020-12-07","1607299200","51036"
"2020-12-08","1607385600","14015"
"2020-12-09","1607472000","18809"
"2020-12-10","1607558400","16458"
"2020-12-11","1607644800","14601"
"2020-12-12","1607731200","46437"
"2020-12-13","1607817600","70762"
"2020-12-14","1607904000","13040"
"2020-12-15","1607990400","11190"
"2020-12-16","1608076800","11193"
"2020-12-17","1608163200","12477"
"2020-12-18","1608249600","15330"
"2020-12-19","1608336000","15891"
"2020-12-20","1608422400","39693"
"2020-12-21","1608508800","14258"
"2020-12-22","1608595200","16134"
"2020-12-23","1608681600","9432"
"2020-12-24","1608768000","40659"
"2020-12-25","1608854400","13482"
"2020-12-26","1608940800","13500"
"2020-12-27","1609027200","15461"
"2020-12-28","1609113600","13718"
"2020-12-29","1609200000","11854"
"2020-12-30","1609286400","17083"
"2020-12-31","1609372800","16628"
"2021-01-01","1609459200","25540"
"2021-01-02","1609545600","31785"
"2021-01-03","1609632000","11332"
"2021-01-04","1609718400","15256"
"2021-01-05","1609804800","13278"
"2021-01-06","1609891200","15655"
"2021-01-07","1609977600","14102"
"2021-01-08","1610064000","19922"
"2021-01-09","1610150400","22831"
"2021-01-10","1610236800","32290"
"2021-01-11","1610323200","12595"
"2021-01-12","1610409600","33565"
"2021-01-13","1610496000","36230"
"2021-01-14","1610582400","23361"
"2021-01-15","1610668800","19153"
"2021-01-16","1610755200","23981"
"2021-01-17","1610841600","43660"
"2021-01-18","1610928000","24761"
"2021-01-19","1611014400","13411"
"2021-01-20","1611100800","22636"
"2021-01-21","1611187200","13234"
"2021-01-22","1611273600","14611"
"2021-01-23","1611360000","19170"
"2021-01-24","1611446400","16392"
"2021-01-25","1611532800","13216"
"2021-01-26","1611619200","29846"
"2021-01-27","1611705600","15189"
"2021-01-28","1611792000","27269"
"2021-01-29","1611878400","24655"
"2021-01-30","1611964800","49118"
"2021-01-31","1612051200","34371"
"2021-02-01","1612137600","20037"
"2021-02-02","1612224000","16829"
"2021-02-03","1612310400","23472"
"2021-02-04","1612396800","22172"
"2021-02-05","1612483200","31295"
"2021-02-06","1612569600","84370"
"2021-02-07","1612656000","71265"
"2021-02-08","1612742400","49991"
"2021-02-09","1612828800","19363"
"2021-02-10","1612915200","22702"
"2021-02-11","1613001600","35127"
"2021-02-12","1613088000","25385"
"2021-02-13","1613174400","22991"
"2021-02-14","1613260800","45946"
"2021-02-15","1613347200","37728"
"2021-02-16","1613433600","26768"
"2021-02-17","1613520000","24058"
"2021-02-18","1613606400","20394"
"2021-02-19","1613692800","20843"
"2021-02-20","1613779200","22124"
"2021-02-21","1613865600","44058"
"2021-02-22","1613952000","19788"
"2021-02-23","1614038400","11956"
"2021-02-24","1614124800","39857"
"2021-02-25","1614211200","54823"
"2021-02-26","1614297600","38795"
"2021-02-27","1614384000","26320"
"2021-02-28","1614470400","31191"
"2021-03-01","1614556800","32987"
"2021-03-02","1614643200","30911"
"2021-03-03","1614729600","20053"
"2021-03-04","1614816000","17625"
"2021-03-05","1614902400","18446"
"2021-03-06","1614988800","31734"
"2021-03-07","1615075200","16536"
"2021-03-08","1615161600","12883"
"2021-03-09","1615248000","13247"
"2021-03-10","1615334400","15809"
"2021-03-11","1615420800","17201"
"2021-03-12","1615507200","17239"
"2021-03-13","1615593600","18512"
"2021-03-14","1615680000","19140"
"2021-03-15","1615766400","18124"
"2021-03-16","1615852800","19930"
"2021-03-17","1615939200","19554"
"2021-03-18","1616025600","24254"
"2021-03-19","1616112000","24189"
"2021-03-20","1616198400","25868"
"2021-03-21","1616284800","49720"
"2021-03-22","1616371200","19137"
"2021-03-23","1616457600","21374"
"2021-03-24","1616544000","18003"
"2021-03-25","1616630400","29959"
"2021-03-26","1616716800","23819"
"2021-03-27","1616803200","46197"
"2021-03-28","1616889600","49329"
"2021-03-29","1616976000","27155"
"2021-03-30","1617062400","16525"
"2021-03-31","1617148800","17035"
"2021-04-01","1617235200","17435"
"2021-04-02","1617321600","19888"
"2021-04-03","1617408000","18335"
"2021-04-04","1617494400","56439"
"2021-04-05","1617580800","45441"
"2021-04-06","1617667200","20228"
"2021-04-07","1617753600","33731"
"2021-04-08","1617840000","53912"
"2021-04-09","1617926400","44551"
"2021-04-10","1618012800","77658"
"2021-04-11","1618099200","81901"
"2021-04-12","1618185600","47579"
"2021-04-13","1618272000","33891"
"2021-04-14","1618358400","24240"
"2021-04-15","1618444800","54313"
"2021-04-16","1618531200","20220"
"2021-04-17","1618617600","22154"
"2021-04-18","1618704000","21965"
"2021-04-19","1618790400","24102"
"2021-04-20","1618876800","20851"
"2021-04-21","1618963200","28871"
"2021-04-22","1619049600","29295"
"2021-04-23","1619136000","54203"
"2021-04-24","1619222400","203450"
"2021-04-25","1619308800","196915"
"2021-04-26","1619395200","50883"
"2021-04-27","1619481600","64169"
"2021-04-28","1619568000","42305"
"2021-04-29","1619654400","36614"
"2021-04-30","1619740800","56334"
"2021-05-01","1619827200","91981"
"2021-05-02","1619913600","99304"
"2021-05-03","1620000000","41776"
"2021-05-04","1620086400","25967"
"2021-05-05","1620172800","31066"
"2021-05-06","1620259200","28700"
"2021-05-07","1620345600","29037"
"2021-05-08","1620432000","24244"
"2021-05-09","1620518400","27226"
"2021-05-10","1620604800","20988"
"2021-05-11","1620691200","25454"
"2021-05-12","1620777600","23798"
"2021-05-13","1620864000","30567"
"2021-05-14","1620950400","25224"
"2021-05-15","1621036800","29619"
"2021-05-16","1621123200","34292"
"2021-05-17","1621209600","24765"
"2021-05-18","1621296000","24602"
"2021-05-19","1621382400","20664"
"2021-05-20","1621468800","28685"
"2021-05-21","1621555200","32899"
"2021-05-22","1621641600","74251"
"2021-05-23","1621728000","119951"
"2021-05-24","1621814400","91909"
"2021-05-25","1621900800","64069"
"2021-05-26","1621987200","75940"
"2021-05-27","1622073600","94294"
"2021-05-28","1622160000","64367"
"2021-05-29","1622246400","169708"
"2021-05-30","1622332800","107192"
"2021-05-31","1622419200","110426"
"2021-06-01","1622505600","74859"
"2021-06-02","1622592000","53480"
"2021-06-03","1622678400","44942"
"2021-06-04","1622764800","89021"
"2021-06-05","1622851200","236708"
"2021-06-06","1622937600","236690"
"2021-06-07","1623024000","78814"
"2021-06-08","1623110400","62009"
"2021-06-09","1623196800","84918"
"2021-06-10","1623283200","113686"
"2021-06-11","1623369600","89899"
"2021-06-12","1623456000","174025"
"2021-06-13","1623542400","112844"
"2021-06-14","1623628800","68701"
"2021-06-15","1623715200","66822"
"2021-06-16","1623801600","41485"
"2021-06-17","1623888000","48687"
"2021-06-18","1623974400","53018"
"2021-06-19","1624060800","100956"
"2021-06-20","1624147200","149348"
"2021-06-21","1624233600","46758"
"2021-06-22","1624320000","30545"
"2021-06-23","1624406400","47342"
"2021-06-24","1624492800","72880"
"2021-06-25","1624579200","54511"
"2021-06-26","1624665600","133779"
"2021-06-27","1624752000","158942"
"2021-06-28","1624838400","49243"
"2021-06-29","1624924800","27870"
"2021-06-30","1625011200","28742"
"2021-07-01","1625097600","24191"
"2021-07-02","1625184000","70505"
"2021-07-03","1625270400","140232"
"2021-07-04","1625356800","134543"
"2021-07-05","1625443200","60876"
"2021-07-06","1625529600","14393"
"2021-07-07","1625616000","11556"
"2021-07-08","1625702400","12190"
"2021-07-09","1625788800","17123"
"2021-07-10","1625875200","35214"
"2021-07-11","1625961600","78726"
"2021-07-12","1626048000","23313"
"2021-07-13","1626134400","13869"
"2021-07-14","1626220800","17054"
"2021-07-15","1626307200","12041"
"2021-07-16","1626393600","14018"
"2021-07-17","1626480000","19192"
"2021-07-18","1626566400","25749"
"2021-07-19","1626652800","34678"
"2021-07-20","1626739200","18199"
"2021-07-21","1626825600","26889"
"2021-07-22","1626912000","17617"
"2021-07-23","1626998400","16322"
"2021-07-24","1627084800","29618"
"2021-07-25","1627171200","22908"
"2021-07-26","1627257600","10452"
"2021-07-27","1627344000","20421"
"2021-07-28","1627430400","12284"
"2021-07-29","1627516800","17135"
"2021-07-30","1627603200","16648"
"2021-07-31","1627689600","23751"
"2021-08-01","1627776000","20322"
"2021-08-02","1627862400","20752"
"2021-08-03","1627948800","14947"
"2021-08-04","1628035200","14463"
"2021-08-05","1628121600","9323"
"2021-08-06","1628208000","9064"
"2021-08-07","1628294400","8863"
"2021-08-08","1628380800","9887"
"2021-08-09","1628467200","10533"
"2021-08-10","1628553600","10786"
"2021-08-11","1628640000","9589"
"2021-08-12","1628726400","9579"
"2021-08-13","1628812800","9684"
"2021-08-14","1628899200","9135"
"2021-08-15","1628985600","9529"
"2021-08-16","1629072000","9507"
"2021-08-17","1629158400","9151"
"2021-08-18","1629244800","8880"
"2021-08-19","1629331200","9461"
"2021-08-20","1629417600","10421"
"2021-08-21","1629504000","10963"
"2021-08-22","1629590400","11119"
"2021-08-23","1629676800","9772"
"2021-08-24","1629763200","10648"
"2021-08-25","1629849600","11326"
"2021-08-26","1629936000","11216"
"2021-08-27","1630022400","11603"
"2021-08-28","1630108800","12580"
"2021-08-29","1630195200","11713"
"2021-08-30","1630281600","11883"
"2021-08-31","1630368000","10568"
"2021-09-01","1630454400","11997"
"2021-09-02","1630540800","11825"
"2021-09-03","1630627200","10169"
"2021-09-04","1630713600","10582"
"2021-09-05","1630800000","10870"
"2021-09-06","1630886400","11040"
"2021-09-07","1630972800","10351"
"2021-09-08","1631059200","11734"
"2021-09-09","1631145600","14228"
"2021-09-10","1631232000","15940"
"2021-09-11","1631318400","13543"
"2021-09-12","1631404800","15671"
"2021-09-13","1631491200","14853"
"2021-09-14","1631577600","17432"
"2021-09-15","1631664000","14093"
"2021-09-16","1631750400","11410"
"2021-09-17","1631836800","9046"
"2021-09-18","1631923200","13120"
"2021-09-19","1632009600","17312"
"2021-09-20","1632096000","8661"
"2021-09-21","1632182400","10588"
"2021-09-22","1632268800","11135"
"2021-09-23","1632355200","10746"
"2021-09-24","1632441600","10324"
"2021-09-25","1632528000","14290"
"2021-09-26","1632614400","8115"
"2021-09-27","1632700800","13675"
"2021-09-28","1632787200","10003"
"2021-09-29","1632873600","10003"
"2021-09-30","1632960000","8922"
"2021-10-01","1633046400","8322"
"2021-10-02","1633132800","12148"
"2021-10-03","1633219200","11416"
"2021-10-04","1633305600","8342"
"2021-10-05","1633392000","8117"
"2021-10-06","1633478400","7247"
"2021-10-07","1633564800","9354"
"2021-10-08","1633651200","10744"
"2021-10-09","1633737600","10967"
"2021-10-10","1633824000","10310"
"2021-10-11","1633910400","7905"
"2021-10-12","1633996800","9853"
"2021-10-13","1634083200","10052"
"2021-10-14","1634169600","10048"
"2021-10-15","1634256000","9117"
"2021-10-16","1634342400","14838"
"2021-10-17","1634428800","10100"
"2021-10-18","1634515200","10556"
"2021-10-19","1634601600","10706"
"2021-10-20","1634688000","10329"
"2021-10-21","1634774400","9420"
"2021-10-22","1634860800","10282"
"2021-10-23","1634947200","10193"
"2021-10-24","1635033600","9190"
"2021-10-25","1635120000","8204"
"2021-10-26","1635206400","7727"
"2021-10-27","1635292800","10210"
"2021-10-28","1635379200","7077"
"2021-10-29","1635465600","9624"
"2021-10-30","1635552000","7718"
"2021-10-31","1635638400","14929"
"2021-11-01","1635724800","8836"
"2021-11-02","1635811200","9427"
"2021-11-03","1635897600","11068"
"2021-11-04","1635984000","15221"
"2021-11-05","1636070400","22563"
"2021-11-06","1636156800","14624"
"2021-11-07","1636243200","11127"
"2021-11-08","1636329600","10754"
"2021-11-09","1636416000","9476"
"2021-11-10","1636502400","9599"
"2021-11-11","1636588800","9948"
"2021-11-12","1636675200","9391"
"2021-11-13","1636761600","9635"
"2021-11-14","1636848000","10626"
"2021-11-15","1636934400","16312"
"2021-11-16","1637020800","11399"
"2021-11-17","1637107200","14170"
"2021-11-18","1637193600","9354"
"2021-11-19","1637280000","10171"
"2021-11-20","1637366400","18756"
"2021-11-21","1637452800","9216"
"2021-11-22","1637539200","11148"
"2021-11-23","1637625600","13409"
"2021-11-24","1637712000","11344"
"2021-11-25","1637798400","11813"
"2021-11-26","1637884800","13035"
"2021-11-27","1637971200","10497"
"2021-11-28","1638057600","9695"
"2021-11-29","1638144000","14926"
"2021-11-30","1638230400","13582"
"2021-12-01","1638316800","14505"
"2021-12-02","1638403200","15072"
"2021-12-03","1638489600","12889"
"2021-12-04","1638576000","12585"
"2021-12-05","1638662400","24524"
"2021-12-06","1638748800","18666"
"2021-12-07","1638835200","18815"
"2021-12-08","1638921600","18139"
"2021-12-09","1639008000","14074"
"2021-12-10","1639094400","17830"
"2021-12-11","1639180800","16536"
"2021-12-12","1639267200","15931"
"2021-12-13","1639353600","16996"
"2021-12-14","1639440000","23633"
"2021-12-15","1639526400","14233"
"2021-12-16","1639612800","18491"
"2021-12-17","1639699200","13998"
"2021-12-18","1639785600","17005"
"2021-12-19","1639872000","16283"
"2021-12-20","1639958400","18311"
"2021-12-21","1640044800","22964"
"2021-12-22","1640131200","18134"
"2021-12-23","1640217600","13934"
"2021-12-24","1640304000","13687"
"2021-12-25","1640390400","9660"
"2021-12-26","1640476800","15769"
"2021-12-27","1640563200","12680"
"2021-12-28","1640649600","12369"
"2021-12-29","1640736000","10859"
"2021-12-30","1640822400","14026"
"2021-12-31","1640908800","13040"
"2022-01-01","1640995200","12625"
"2022-01-02","1641081600","13126"
"2022-01-03","1641168000","14552"
"2022-01-04","1641254400","16595"
"2022-01-05","1641340800","17517"
"2022-01-06","1641427200","10814"
"2022-01-07","1641513600","13879"
"2022-01-08","1641600000","14848"
"2022-01-09","1641686400","12080"
"2022-01-10","1641772800","9998"
"2022-01-11","1641859200","12959"
"2022-01-12","1641945600","15474"
"2022-01-13","1642032000","13851"
"2022-01-14","1642118400","13410"
"2022-01-15","1642204800","15107"
"2022-01-16","1642291200","14880"
"2022-01-17","1642377600","14432"
"2022-01-18","1642464000","16738"
"2022-01-19","1642550400","18118"
"2022-01-20","1642636800","15066"
"2022-01-21","1642723200","11629"
"2022-01-22","1642809600","12554"
"2022-01-23","1642896000","15590"
"2022-01-24","1642982400","15382"
"2022-01-25","1643068800","17678"
"2022-01-26","1643155200","17004"
"2022-01-27","1643241600","16195"
"2022-01-28","1643328000","15584"
"2022-01-29","1643414400","17023"
"2022-01-30","1643500800","16999"
"2022-01-31","1643587200","16981"
"2022-02-01","1643673600","14045"
"2022-02-02","1643760000","15055"
"2022-02-03","1643846400","17912"
"2022-02-04","1643932800","16800"
"2022-02-05","1644019200","19685"
"2022-02-06","1644105600","25614"
"2022-02-07","1644192000","37569"
"2022-02-08","1644278400","22462"
"2022-02-09","1644364800","22393"
"2022-02-10","1644451200","24028"
"2022-02-11","1644537600","21308"
"2022-02-12","1644624000","18401"
"2022-02-13","1644710400","22502"
"2022-02-14","1644796800","29623"
"2022-02-15","1644883200","20644"
"2022-02-16","1644969600","15461"
"2022-02-17","1645056000","16997"
"2022-02-18","1645142400","13047"
"2022-02-19","1645228800","14931"
"2022-02-20","1645315200","13700"
"2022-02-21","1645401600","12847"
"2022-02-22","1645488000","13659"
"2022-02-23","1645574400","15178"
"2022-02-24","1645660800","12975"
"2022-02-25","1645747200","22278"
"2022-02-26","1645833600","19149"
"2022-02-27","1645920000","17542"
"2022-02-28","1646006400","11159"
"2022-03-01","1646092800","11734"
"2022-03-02","1646179200","18261"
"2022-03-03","1646265600","15618"
"2022-03-04","1646352000","17094"
"2022-03-05","1646438400","18690"
"2022-03-06","1646524800","20203"
"2022-03-07","1646611200","19857"
"2022-03-08","1646697600","22502"
"2022-03-09","1646784000","18161"
"2022-03-10","1646870400","21340"
"2022-03-11","1646956800","17070"
"2022-03-12","1647043200","20358"
"2022-03-13","1647129600","15448"
"2022-03-14","1647216000","15995"
"2022-03-15","1647302400","14901"
"2022-03-16","1647388800","14106"
"2022-03-17","1647475200","12843"
"2022-03-18","1647561600","9792"
"2022-03-19","1647648000","13228"
"2022-03-20","1647734400","14278"
"2022-03-21","1647820800","11702"
"2022-03-22","1647907200","11743"
"2022-03-23","1647993600","15010"
"2022-03-24","1648080000","10935"
"2022-03-25","1648166400","10145"
"2022-03-26","1648252800","12163"
"2022-03-27","1648339200","13123"
"2022-03-28","1648425600","10225"
"2022-03-29","1648512000","9989"
"2022-03-30","1648598400","9884"
"2022-03-31","1648684800","10605"
"2022-04-01","1648771200","9360"
"2022-04-02","1648857600","9232"
"2022-04-03","1648944000","10764"
"2022-04-04","1649030400","9039"
"2022-04-05","1649116800","9288"
"2022-04-06","1649203200","11514"
"2022-04-07","1649289600","10455"
"2022-04-08","1649376000","11153"
"2022-04-09","1649462400","15627"
"2022-04-10","1649548800","13338"
"2022-04-11","1649635200","11300"
"2022-04-12","1649721600","10487"
"2022-04-13","1649808000","10257"
"2022-04-14","1649894400","12050"
"2022-04-15","1649980800","13290"
"2022-04-16","1650067200","16572"
"2022-04-17","1650153600","15324"
"2022-04-18","1650240000","10982"
"2022-04-19","1650326400","10296"
"2022-04-20","1650412800","8775"
"2022-04-21","1650499200","9375"
"2022-04-22","1650585600","12576"
"2022-04-23","1650672000","12623"
"2022-04-24","1650758400","12774"
"2022-04-25","1650844800","8887"
"2022-04-26","1650931200","10725"
"2022-04-27","1651017600","10893"
"2022-04-28","1651104000","10908"
"2022-04-29","1651190400","9969"
"2022-04-30","1651276800","10397"
"2022-05-01","1651363200","9802"
"2022-05-02","1651449600","8641"
"2022-05-03","1651536000","10791"
"2022-05-04","1651622400","12796"
"2022-05-05","1651708800","12836"
"2022-05-06","1651795200","14537"
"2022-05-07","1651881600","15405"
"2022-05-08","1651968000","15739"
"2022-05-09","1652054400","8909"
"2022-05-10","1652140800","8196"
"2022-05-11","1652227200","7820"
"2022-05-12","1652313600","8359"
"2022-05-13","1652400000","13467"
"2022-05-14","1652486400","14925"
"2022-05-15","1652572800","17640"
"2022-05-16","1652659200","14564"
"2022-05-17","1652745600","10565"
"2022-05-18","1652832000","13157"
